22.5182386214	-31.6422016819	0.0
22.7408272832	-31.9745483196	10.0
23.0689418985	-32.203329436	20.0
23.2571471744	-32.5562866206	30.0
23.4079912515	-32.92675398	40.0
23.6084458158	-33.2729013007	50.0
23.7488628126	-33.6474451126	60.0
23.8571834558	-34.0324991844	70.0
23.9468480783	-34.4223199836	80.0
24.0004779537	-34.8187084755	90.0
24.0978641839	-35.206672291	100.0
24.0860583283	-35.6064980302	110.0
24.0670929972	-36.0060481725	120.0
24.1059318491	-36.4041581367	130.0
24.2312527221	-36.7840195309	140.0
24.2991421339	-37.1782162175	150.0
24.2734391992	-37.5773895623	160.0
24.1555014928	-37.9596076903	170.0
24.0443997703	-38.3438685487	180.0
24.0403651502	-38.7438482005	190.0
24.1184562208	-39.13615138	200.0
24.1990311968	-39.5279519329	210.0
24.3521385117	-39.8974896849	220.0
24.5422159457	-40.2494421946	230.0
24.6978512414	-40.6179223904	240.0
24.785099961	-41.0082910123	250.0
24.9799542365	-41.357621531	260.0
25.1251265347	-41.7303479774	270.0
25.2400773108	-42.1134750047	280.0
25.3040209051	-42.508330949	290.0
25.5283558553	-42.8395013434	300.0
25.7260410547	-43.1872376831	310.0
25.9790786046	-43.49703116	320.0
26.2718101362	-43.7696265569	330.0
26.5496608605	-44.0573746672	340.0
26.8305133202	-44.3421937254	350.0
27.0760079927	-44.6579980411	360.0
27.3859264456	-44.9108825058	370.0
27.7515549528	-45.0731039432	380.0
28.1197888366	-45.2293211217	390.0
28.4717726285	-45.4193406213	400.0
28.823648501	-45.6095598904	410.0
29.1222525759	-45.8757094845	420.0
29.4514594002	-46.1029161456	430.0
29.7484483818	-46.3708667843	440.0
30.1126889152	-46.5361811329	450.0
30.4916898808	-46.664080578	460.0
30.7520398989	-46.9677545283	470.0
30.9341838788	-47.3238774994	480.0
31.1970860221	-47.6253446834	490.0
31.452364892	-47.9332938653	500.0
31.625913888	-48.2936835793	510.0
31.7782538918	-48.663538312	520.0
31.8624451058	-49.0545777467	530.0
31.9355614532	-49.4478384741	540.0
31.9393829437	-49.8478202189	550.0
31.9749479329	-50.2462359962	560.0
32.04152948	-50.6406556934	570.0
32.1661837333	-51.0207363653	580.0
32.3493541197	-51.3763324979	590.0
32.5779676202	-51.7045639215	600.0
32.8814529056	-51.9651338382	610.0
33.2428844233	-52.1365026161	620.0
33.5950364059	-52.3262102362	630.0
33.9060932597	-52.5776931059	640.0
34.1849373505	-52.8644786931	650.0
34.5438527532	-53.0410565333	660.0
34.9376107153	-53.1114459308	670.0
35.3128562702	-53.2499766982	680.0
35.6763659361	-53.4168920146	690.0
36.0530875392	-53.5513570053	700.0
36.3555861363	-53.8130717331	710.0
36.7098620042	-53.9987828244	720.0
37.0549667102	-54.2010270874	730.0
37.3737369692	-54.4426580498	740.0
37.7283993443	-54.6276299386	750.0
38.0681936572	-54.8386745428	760.0
38.4198331574	-55.0293304158	770.0
38.7844863944	-55.1937324131	780.0
39.1462609561	-55.364375803	790.0
39.5096862953	-55.5314746445	800.0
39.8496256414	-55.7422855572	810.0
40.2206083666	-55.8918576724	820.0
40.6139119626	-55.9647430715	830.0
41.0053891611	-56.0468746916	840.0
41.3724930816	-56.2057290637	850.0
41.7647799981	-56.2839017903	860.0
42.1165438006	-56.4743282256	870.0
42.5087003863	-56.5531521575	880.0
42.8789411885	-56.7045514587	890.0
43.2489098547	-56.8566145577	900.0
43.6145867102	-57.0187269797	910.0
43.9532034315	-57.2316558787	920.0
44.3475795198	-57.2984952458	930.0
44.7382853343	-57.384221359	940.0
45.1042481349	-57.5456872333	950.0
45.4806096736	-57.6811567583	960.0
45.873541899	-57.7560184054	970.0
46.2735101881	-57.7509817671	980.0
46.6710533485	-57.7067162545	990.0
47.05924684	-57.6102496117	1000.0
47.4575976994	-57.6465344966	1010.0
47.8488802376	-57.5634804465	1020.0
48.2466900189	-57.6052820968	1030.0
48.6443715523	-57.6482867239	1040.0
49.0434665429	-57.6213945601	1050.0
49.4315709451	-57.524570116	1060.0
49.8093432452	-57.3930859372	1070.0
50.1773871364	-57.2364216651	1080.0
50.5562699421	-57.1081726121	1090.0
50.9240293821	-56.9508417687	1100.0
51.3233888387	-56.9282138124	1110.0
51.7176404421	-56.8606440466	1120.0
52.1060776786	-56.7651636126	1130.0
52.4909009785	-56.6560259571	1140.0
52.8463311705	-56.4725337812	1150.0
53.1846070835	-56.2590638613	1160.0
53.4423869004	-55.9532051259	1170.0
53.6656475986	-55.6213095692	1180.0
53.6990499197	-55.2227066528	1190.0
53.5874023475	-54.8386040368	1200.0
53.4867756596	-54.4514680533	1210.0
53.3715518136	-54.0684230621	1220.0
53.1617600795	-53.7278537911	1230.0
52.9855606093	-53.3687524869	1240.0
